pop1	pop2	nean_int_mean_frag_len	nean_int_total_seq_len	nean_int_n_frags	nean_n_ind1	nean_art1_mean_frag_len	nean_art1_total_seq_len	nean_art1_n_frags	nean_n_ind2	nean_art2_mean_frag_len	nean_art2_total_seq_len	nean_art2_n_frags	deni_int_mean_frag_len	deni_int_total_seq_len	deni_int_n_frags	deni_n_ind1	deni_art1_mean_frag_len	deni_art1_total_seq_len	deni_art1_n_frags	deni_n_ind2	deni_art2_mean_frag_len	deni_art2_total_seq_len	deni_art2_n_frags	mpd_neanderthal	mpd_whole_genome	mpd_denisova	reg1	reg2	nean_ratio1	nean_ratio2	deni_ratio1	deni_ratio2	div_neanderthal	div_whole_genome	div_denisova	norm_div_neanderthal	norm_div_whole_genome	norm_div_denisova
French	She	50109.53226761397	84636689	1689	28	81519.47236180905	389337000	4776	10	88498.33222148099	265318000	2998	47803.92156862745	2438051	51	28	73666.66666666667	15691000	213	10	88446.74556213018	29895000	338	7039.0	1692343.0346155455	420.0	EUR	EAS	0.21738670868681886	0.3190009309583217	0.15537894334331784	0.08155380498411105	8.316724204558617e-05	0.0007513889791645634	0.00017226875073573112	-0.19407967750946356	0.643662525863657	-0.08627169703952245
Orcadian	She	49712.71929824561	68008368	1368	15	85381.43762049022	310020000	3631	10	88498.33222148099	265318000	2998	43880.95238095238	1843042	42	15	70681.52866242039	11097000	157	10	88446.74556213018	29895000	338	6361.0	1688770.8241590555	308.5	EUR	EAS	0.21936767950454808	0.25632775763423515	0.16608470757862484	0.061650510118748954	9.35326076344017e-05	0.0007498029416335419	0.0001673863102414378	-0.09831612286986688	0.6059699690022977	-0.11552569998870856
Bedouin	She	49439.47963800905	87410768	1768	46	79872.41706161137	421327000	5275	10	88498.33222148099	265318000	2998	48629.62962962963	2626054	54	46	79059.70149253731	26485000	335	10	88446.74556213018	29895000	338	7026.5	1746849.683979704	498.5	MID	EAS	0.2074653843689106	0.32945660678883454	0.0991525014158958	0.08784258237163406	8.03848331363477e-05	0.0007755895666256746	0.0001898285412257326	-0.21978580097674083	1.2187952078555675	0.018940883304673597
Palestinian	She	46545.01347708895	86342855	1855	46	78281.71573973101	430706000	5502	10	88498.33222148099	265318000	2998	47557.692307692305	2473052	52	46	72522.29299363057	22772000	314	10	88446.74556213018	29895000	338	6907.0	1734643.2097412657	398.0	MID	EAS	0.2004681964031149	0.3254315764478852	0.1086005620937994	0.08272460277638401	7.999503838505224e-05	0.0007701699737714976	0.00016093474783385065	-0.22338703729050755	1.0899973024933192	-0.1541813735026014
Druze	She	48722.70869819031	83463713	1713	42	79069.13866357667	409420000	5178	10	88498.33222148099	265318000	2998	44098.03921568627	2249051	51	42	72399.29328621908	20489000	283	10	88446.74556213018	29895000	338	6662.0	1712225.757427689	359.5	MID	EAS	0.20385841678471986	0.314579911653186	0.10976870515886573	0.07523167753804984	7.981911851920606e-05	0.0007602167750021976	0.00015984519692972726	-0.22501232600230453	0.8534571808212787	-0.1607096098220749
Russian	She	51247.030878859856	107877105	2105	25	83296.06707925734	417230000	5009	10	88498.33222148099	265318000	2998	54804.34782608696	5042092	92	25	72232.0819112628	21164000	293	10	88446.74556213018	29895000	338	9408.5	1671715.5494698333	651.5	EUR	EAS	0.2585554849843012	0.40659550049374715	0.23823908523908524	0.1686600434855327	8.721498412475937e-05	0.0007422305138361143	0.00012921223968146556	-0.1566833921160998	0.4260094322870996	-0.34425237347282656
Balochi	She	49723.823246878004	103527082	2082	24	83252.24382946896	445233000	5348	10	88498.33222148099	265318000	2998	51492.06349206349	3244063	63	24	84783.78378378379	40781000	481	10	88446.74556213018	29895000	338	8151.0	1691474.0389050147	497.5	SAS	EAS	0.23252337989322444	0.3901999939695007	0.07954839263382457	0.10851523666164911	7.873302176139766e-05	0.0007510031508859707	0.00015335707105564841	-0.23504655830400945	0.6344932256137378	-0.1995843597912427
Brahui	She	51950.714637752586	105410029	2029	25	83963.44747979993	436442000	5198	10	88498.33222148099	265318000	2998	43070.17543859649	2455057	57	25	80449.50495049504	40627000	505	10	88446.74556213018	29895000	338	8136.5	1695105.4574320677	494.0	SAS	EAS	0.24152127659574468	0.39729693801400584	0.06042919733182366	0.0821226626526175	7.718905000965326e-05	0.0007526154764039951	0.0002012173240784226	-0.2493110067639566	0.672810522700658	0.08717878350021004
Makrani	She	50322.695035460994	99338974	1974	25	82959.94608126325	430811000	5193	10	88498.33222148099	265318000	2998	44700.0	2235050	50	25	84103.2258064516	39108000	465	10	88446.74556213018	29895000	338	7830.0	1711882.9330960289	358.5	SAS	EAS	0.23058597389574548	0.3744147551240398	0.05715071085199959	0.0747633383508948	7.882102748514394e-05	0.0007600645632937379	0.00016039909621708688	-0.2342334908957872	0.8498398335871397	-0.15739082459470563
Kalash	She	50548.92307692308	82143625	1625	22	85339.24441017733	332055000	3891	10	88498.33222148099	265318000	2998	37730.769230769234	1962052	52	22	87223.5294117647	29656000	340	10	88446.74556213018	29895000	338	7327.0	1671184.8302380517	382.0	SAS	EAS	0.24737957567270483	0.309604418094513	0.06616037226868088	0.06563144338518147	8.919742706752958e-05	0.0007419948780497313	0.00019469412635342997	-0.13836799538038735	0.42040949211980044	0.04809389435345993
Pathan	She	51736.47771527477	119565311	2311	24	83494.3231441048	478005000	5725	10	88498.33222148099	265318000	2998	45458.333333333336	3273072	72	24	78737.78501628664	48345000	614	10	88446.74556213018	29895000	338	9135.0	1670319.9155059543	505.5	SAS	EAS	0.25013401742659597	0.4506490739414589	0.06770238907849829	0.10948559959859508	7.640175836618699e-05	0.0007416108616982457	0.0001544420654357741	-0.25658463794178327	0.4112832527459194	-0.19308342468857312
Sindhi	She	50117.28395061728	113668268	2268	24	83600.0	469832000	5620	10	88498.33222148099	265318000	2998	44324.32432432433	3280074	74	24	80912.57668711657	52755000	652	10	88446.74556213018	29895000	338	9007.5	1685170.058137762	532.5	SAS	EAS	0.2419338572085341	0.42842275307367006	0.06217560420813193	0.10971981936778726	7.924375165107645e-05	0.0007482042256228929	0.00016234389833887894	-0.23032802625829907	0.5679761050754198	-0.14573819983194894
Mozabite	She	49278.044871794875	61500248	1248	27	86723.33044232437	299976000	3459	10	88498.33222148099	265318000	2998	45939.393939393936	1516033	33	26	74697.8021978022	13595000	182	10	88446.74556213018	29895000	338	5171.5	1808594.6704670878	306.0	MID	EAS	0.20501722804491027	0.2317982496475927	0.11151401250459728	0.05071192507108212	8.408909180333712e-05	0.0008030039273175213	0.0002018425720284453	-0.18556289063017217	1.8703039704065525	0.09092506681801289
Burusho	Adygei	54485.754583921014	193155545	3545	24	83004.2372881356	470136000	5664	16	87799.51219512195	359978000	4100	49739.13043478261	6864138	138	24	82881.53846153847	53873000	650	16	73439.2523364486	15716000	214	13766.0	1626948.1822619198	930.5	SAS	EUR	0.41085036032126876	0.5365759713093577	0.1274133239284985	0.43676113514889287	7.126898686755277e-05	0.000722354102459575	0.0001355596289002348	-0.30400529470977966	-0.046358182826928114	-0.3062208719844744
Hazara	Adygei	56368.45367214131	181904227	3227	19	84074.29015947103	432310000	5142	16	87799.51219512195	359978000	4100	51596.638655462186	6140119	119	19	87803.21285140562	43726000	498	16	73439.2523364486	15716000	214	13661.5	1638164.6927794688	724.0	SAS	EUR	0.4207726561957854	0.5053204001355638	0.14042260897406578	0.39069222448460167	7.510270775620843e-05	0.0007273341580482959	0.00011791302416125811	-0.26858630860186256	0.07199401551587614	-0.41195361520592844
Uygur	Adygei	56444.36118396403	150652669	2669	10	88113.44113188479	348753000	3958	16	87799.51219512195	359978000	4100	50469.135802469136	4088081	81	10	83228.3950617284	26966000	324	16	73439.2523364486	15716000	214	11330.0	1639184.2847215075	666.0	SAS	EUR	0.4319752632952261	0.41850521142958735	0.15160131276422162	0.26012223212013236	7.520610205717629e-05	0.000727786850045617	0.00016291262330663214	-0.2676310691840805	0.08275234784784856	-0.14233058392687564
Bougainville	Adygei	54658.315935977735	78545437	1437	11	100468.92870758673	263530000	2623	16	87799.51219512195	359978000	4100	47450.704225352114	3369071	71	11	111934.0434248259	273231000	2441	16	73439.2523364486	15716000	214	7804.0	1732115.4314313857	748.5	OCE	EUR	0.29805121618032104	0.21819510358966382	0.012330485925828328	0.21437204123186562	9.935650367570047e-05	0.0007690476571223517	0.00022216806947671924	-0.04451030367444593	1.0633251820125784	0.2127088679704203
PapuanHighlands	Adygei	50851.37614678899	55429090	1090	9	96848.01864801865	207739000	2145	16	87799.51219512195	359978000	4100	41698.11320754717	2210053	53	9	102869.12065439673	251515000	2445	16	73439.2523364486	15716000	214	6522.5	1742757.3257704417	498.0	OCE	EUR	0.26682081843081945	0.1539791042785948	0.00878696300419458	0.14062439552048867	0.00011767286816363032	0.000773772586974187	0.00022533396257917797	0.12471095112927161	1.1756142569069983	0.23167787461051872
PapuanSepik	Adygei	52797.87234042553	59557128	1128	8	95321.77088087631	208850000	2191	16	87799.51219512195	359978000	4100	42777.77777777778	1925045	45	8	104995.32710280374	247159000	2354	16	73439.2523364486	15716000	214	6452.0	1743366.1861630145	495.5	OCE	EUR	0.2851670002394063	0.16544657729083445	0.007788690680897722	0.1224895011453296	0.00010833296058198106	0.0007740429169129	0.00025739658033968035	0.038421399413975064	1.18203871180606	0.42378670125585427
Colombian	Adygei	54702.65780730897	65863204	1204	7	90187.00114025085	158188000	1754	16	87799.51219512195	359978000	4100	42482.142857142855	2379056	56	7	83488.23529411765	14193000	170	16	73439.2523364486	15716000	214	6444.0	1663399.383709177	490.5	AMR	EUR	0.4163603054593269	0.18296452560989837	0.1676217853871627	0.1513779587681344	9.783915158454788e-05	0.0007385381919051279	0.00020617421363767813	-0.058528818375498816	0.3382605287384492	0.1168788611467762
Karitiana	Adygei	52874.183006535946	64719224	1224	12	89790.09566685425	159557000	1777	16	87799.51219512195	359978000	4100	51000.0	2805055	55	12	77456.14035087719	13245000	171	16	73439.2523364486	15716000	214	6733.0	1660244.4039390523	545.5	AMR	EUR	0.40561820540621846	0.17978660918167222	0.2117821819554549	0.17848402901501653	0.00010403400386877321	0.0007371374020059942	0.00019447034015375813	-0.0012958081047598883	0.3049704256411342	0.04675303988675645
Surui	Adygei	55700.8032128514	55478996	996	8	94387.41958541816	132048000	1399	16	87799.51219512195	359978000	4100	44000.0	2068047	47	8	74693.54838709677	9262000	124	16	73439.2523364486	15716000	214	6817.5	1659824.8184545345	394.0	AMR	EUR	0.420142645098752	0.15411774052858787	0.22328298423666595	0.13158863578518706	0.0001228843434729785	0.0007369511088594894	0.0001905179137611476	0.17285873677787236	0.3005431249750579	0.02307138038040653
Pima	Adygei	55384.12017167382	77428398	1398	13	90849.21014839636	189784000	2089	16	87799.51219512195	359978000	4100	46212.121212121216	3050066	66	13	81995.19230769231	17055000	208	16	73439.2523364486	15716000	214	8273.0	1659328.3780207064	538.0	AMR	EUR	0.4079816949795557	0.21509202784614614	0.1788370565816476	0.1940739373886485	0.00010684710279037414	0.0007367306926299423	0.00017638962566711672	0.02469385429325549	0.295304881173843	-0.06158074841723316
Maya	Adygei	55698.347107438014	121313178	2178	21	86030.21718602456	273318000	3177	16	87799.51219512195	359978000	4100	46516.48351648352	4233091	91	21	75397.95918367348	22167000	294	16	73439.2523364486	15716000	214	10456.5	1660203.416281169	653.5	AMR	EUR	0.44385359910434	0.3370016445449444	0.19096363964451663	0.2693491346398575	8.619426324813616e-05	0.0007371192037602572	0.0001543789160214132	-0.16611362963186632	0.3045379400291605	-0.19346179553735504
Yakut	Adygei	55365.52962298025	154195785	2785	25	85160.19310950187	388075000	4557	16	87799.51219512195	359978000	4100	51362.83185840708	5804113	113	25	78253.46534653465	39518000	505	16	73439.2523364486	15716000	214	11386.0	1664972.8863160114	759.0	EAS	EUR	0.39733501256200476	0.4283478018101106	0.14687264031580546	0.3693123568337999	7.384118833079646e-05	0.0007392368165298518	0.00013076933546951963	-0.2802412360995194	0.3548635080987099	-0.33492275955758477
Oroqen	Adygei	51591.157205240175	94516832	1832	9	83778.13504823152	260550000	3110	16	87799.51219512195	359978000	4100	57355.26315789474	4359076	76	9	84363.37209302325	29021000	344	16	73439.2523364486	15716000	214	8254.5	1674321.1951711716	911.5	EAS	EUR	0.36275890232201113	0.2625628010600648	0.15020419696082146	0.2773654874013744	8.733365079354331e-05	0.0007433874030858389	0.0002091039477173603	-0.155587054324382	0.4535031787934987	0.13443287936932868
Daur	Adygei	54292.31625835189	97510796	1796	9	87494.140625	268782000	3072	16	87799.51219512195	359978000	4100	55469.87951807229	4604083	83	9	86159.02964959569	31965000	371	16	73439.2523364486	15716000	214	8343.5	1675517.2039269493	857.5	EAS	EUR	0.3627876717934981	0.27087987599242175	0.1440351321758173	0.29295514125731736	8.556488452827316e-05	0.0007439184229675616	0.00018624772837500976	-0.1719283346620135	0.4661229918148549	-0.0025141881535380097
Hezhen	Adygei	53787.97996661102	96658797	1797	9	85640.29706167258	265228000	3097	16	87799.51219512195	359978000	4100	47077.92207792208	3625077	77	9	82407.73809523809	27689000	336	16	73439.2523364486	15716000	214	7787.5	1678099.3707821444	584.5	EAS	EUR	0.36443662433830515	0.268513067465234	0.13092119614287262	0.23066155510307967	8.056690380700683e-05	0.0007450648877667613	0.00016123795439379633	-0.21810368620051454	0.49336899879020685	-0.15236465794626616
Mongolian	Adygei	52989.599583983356	101900923	1923	9	87875.03914813655	280585000	3193	16	87799.51219512195	359978000	4100	57168.67469879518	4745083	83	9	87150.27322404372	31897000	366	16	73439.2523364486	15716000	214	8930.0	1674329.6013644245	845.0	EAS	EUR	0.36317309549690824	0.2830754184977971	0.14876267360566825	0.3019268897938407	8.76341424306824e-05	0.0007433911353793738	0.00017807907680434672	-0.15281087175124045	0.4535918776316633	-0.051458104094419796
Xibo	Adygei	54743.11440677966	103356888	1888	9	88987.14239794278	276839000	3111	16	87799.51219512195	359978000	4100	59246.57534246575	4325073	73	9	87800.0	28974000	330	16	73439.2523364486	15716000	214	9006.0	1674152.8829926467	737.5	EAS	EUR	0.3733465588302226	0.2871200128896766	0.14927428038931456	0.2752018961567829	8.713497643233995e-05	0.0007433126736052218	0.00017051735311750807	-0.15742256730089615	0.4517272150207096	-0.09676550462377856
Japanese	Adygei	49765.893470790375	115857328	2328	27	78430.189501198	360073000	4591	16	87799.51219512195	359978000	4100	50442.10526315789	4792095	95	27	80322.0640569395	45141000	562	16	73439.2523364486	15716000	214	9305.0	1681863.0112547386	657.0	EAS	EUR	0.32176066519844587	0.32184557945207765	0.10615837043929022	0.30491823619241537	8.03142982893581e-05	0.0007467359189435389	0.00013710078786000694	-0.22043745842343734	0.5330814497353158	-0.29698674638539446
NorthernHan	Adygei	52906.82901005823	99942889	1889	10	85439.47858472998	275286000	3222	16	87799.51219512195	359978000	4100	48986.11111111111	3527072	72	10	79861.78861788618	29469000	369	16	73439.2523364486	15716000	214	8529.0	1678723.8006192334	520.5	EAS	EUR	0.36305111411404867	0.2776361027618354	0.11968753605483728	0.22442555357597352	8.53387378065487e-05	0.0007453421304346208	0.0001475728309487303	-0.1740176593227658	0.49995773633159235	-0.234241654098129
Naxi	Adygei	54109.555690809495	88903643	1643	8	88766.8252889191	261152000	2942	16	87799.51219512195	359978000	4100	56939.393939393936	3758066	66	8	89819.71830985915	31886000	355	16	73439.2523364486	15716000	214	7921.5	1682498.8835748842	650.5	EAS	EUR	0.34042872733120944	0.24696965647900704	0.11785943674339835	0.2391235683379995	8.91020855017156e-05	0.0007470182419972818	0.00017309435225459053	-0.1392488371769472	0.5397909238482167	-0.08132495999361371
Yi	Adygei	54151.41430948419	97636803	1803	10	87185.6014580802	287015000	3292	16	87799.51219512195	359978000	4100	46362.5	3709080	80	10	85698.3758700696	36936000	431	16	73439.2523364486	15716000	214	8457.5	1684598.6679196262	623.0	EAS	EUR	0.34018014041077993	0.2712299168282506	0.10041910331384016	0.23600661745991347	8.662204967936117e-05	0.0007479505321908122	0.00016796618029268714	-0.1621613957304497	0.5619470206893163	-0.11205130635109632
Tu	Adygei	54506.47410358566	109451008	2008	10	86606.52870883125	297147000	3431	16	87799.51219512195	359978000	4100	49493.150684931505	3613073	73	10	84101.03626943006	32463000	386	16	73439.2523364486	15716000	214	8849.5	1675955.2378588964	659.5	EAS	EUR	0.36833960295745877	0.3040491585596898	0.1112981856267135	0.22989774751845254	8.085352672128885e-05	0.0007441129071012347	0.00018253160121591786	-0.21545563400422502	0.4707449532273232	-0.024780019144963014
Tujia	Adygei	53625.75574365175	88698654	1654	9	89896.23908663532	267711000	2978	16	87799.51219512195	359978000	4100	53211.2676056338	3778071	71	9	82201.08695652174	30250000	368	16	73439.2523364486	15716000	214	7648.0	1683881.5540544805	636.5	EAS	EUR	0.33132241110750027	0.24640020779047608	0.12489490909090908	0.24039647493000763	8.622453278716045e-05	0.0007476321384349038	0.00016847221770051435	-0.1658339753708149	0.5543803178123985	-0.10901929401253767
Cambodian	Adygei	50860.39132734003	96178891	1891	9	85110.81794195251	290313000	3411	16	87799.51219512195	359978000	4100	52338.46153846154	3402065	65	9	88593.45794392523	37918000	428	16	73439.2523364486	15716000	214	8248.0	1684966.7864424621	563.0	EAS	EUR	0.3312937794725004	0.2671799137725083	0.08972163616224485	0.21647143038941205	8.575686321856217e-05	0.0007481139743508397	0.00016548772583710187	-0.1701546816596566	0.5658312622598252	-0.12690140314958456
Dai	Adygei	49106.01548540798	82450679	1679	9	84013.2362673726	253888000	3022	16	87799.51219512195	359978000	4100	47636.36363636364	3144066	66	9	90136.90476190476	30286000	336	16	73439.2523364486	15716000	214	7248.5	1684305.480203408	515.0	EAS	EUR	0.32475217024829844	0.22904366100150564	0.10381252063659777	0.20005510307966404	8.79131632136104e-05	0.0007478203588073511	0.0001638006326839195	-0.15023305413713325	0.5588534194585918	-0.13700991919528652
Lahu	Adygei	51315.1207115629	80771574	1574	8	89675.22935779816	244365000	2725	16	87799.51219512195	359978000	4100	54138.46153846154	3519065	65	8	90000.0	28890000	321	16	73439.2523364486	15716000	214	7640.5	1685664.6826467032	663.0	EAS	EUR	0.33053659075563196	0.22437919539527415	0.12180910349601938	0.22391607279205905	9.459392236184477e-05	0.0007484238355939456	0.0001884023170927505	-0.08851084682625385	0.573195187952919	0.010395409982218403
Miao	Adygei	51728.429203539825	93526808	1808	10	87096.5890978642	273222000	3137	16	87799.51219512195	359978000	4100	50486.11111111111	3635072	72	10	94740.0	33159000	350	16	73439.2523364486	15716000	214	8035.5	1683098.034239583	575.0	EAS	EUR	0.3423106777638697	0.25981256632349753	0.10962550137217648	0.2312975311784169	8.591654277349014e-05	0.0007472842608818137	0.000158181185957252	-0.16867943395593143	0.5461129255255394	-0.1706798249129021
Han	Adygei	50088.14102564102	125022496	2496	33	78911.08476585655	399369000	5061	16	87799.51219512195	359978000	4100	52495.32710280374	5617107	107	33	79285.92814371258	52963000	668	16	73439.2523364486	15716000	214	9690.5	1683593.1955520015	981.5	EAS	EUR	0.3130500764956719	0.3473059353627166	0.10605719086909729	0.3574132730974803	7.75100506712008e-05	0.000747504109190017	0.00017473407574397282	-0.24634534538635655	0.5513376725417646	-0.07150026763938934
She	Adygei	51983.06074766355	88996712	1712	10	88498.33222148099	265318000	2998	16	87799.51219512195	359978000	4100	48573.529411764706	3303068	68	10	88446.74556213018	29895000	338	16	73439.2523364486	15716000	214	7498.0	1682664.914541927	595.5	EAS	EUR	0.3354341281028803	0.24722819727872258	0.11048897808998161	0.21017230847543905	8.425030353930379e-05	0.0007470919586352708	0.00018028693323903717	-0.18407348741004398	0.5415428171765166	-0.03822934304196948
Adygei	Adygei	87799.51219512195	359982100	4100	16	87799.51219512195	359978000	4100	16	87799.51219512195	359978000	4100	73439.2523364486	15716214	214	16	73439.2523364486	15716000	214	16	73439.2523364486	15716000	214	246468.0	1533858.6219250287	25499.5	EUR	EUR	1.000011389584919	1.000011389584919	1.0000136166963605	1.0000136166963605	0.0006846673765167768	0.0006810229607928358	0.001622496359492178	5.363060637474726	-1.0286025351500971	8.603022682101226
Basque	Adygei	57119.547657512114	176788095	3095	23	84647.71598808342	340961000	4028	16	87799.51219512195	359978000	4100	50207.92079207921	5071101	101	23	71625.80645161291	11102000	155	16	73439.2523364486	15716000	214	13240.0	1587798.0418724723	748.5	EUR	EUR	0.518499461815281	0.49110805382551154	0.4567736443883985	0.3226712267752609	7.489192074839655e-05	0.0007049717021898454	0.0001476010830784084	-0.2705337279154361	-0.45945503440755003	-0.23407237648258195
Sardinian	Adygei	56844.18822062948	182416209	3209	28	83547.36098020735	354575000	4244	16	87799.51219512195	359978000	4100	52861.38613861386	5339101	101	28	64434.06593406593	11727000	182	16	73439.2523364486	15716000	214	12635.5	1592465.868637292	752.5	EUR	EUR	0.514464384121836	0.5067426592736223	0.45528276626588216	0.3397239119368796	6.926741910309077e-05	0.0007070441860279295	0.00014094133075961664	-0.3224973818758837	-0.4102019660637518	-0.27397545655135025
BergamoItalian	Adygei	60933.08411214953	162998675	2675	12	89985.15151515152	296951000	3300	16	87799.51219512195	359978000	4100	53822.784810126584	4252079	79	12	71886.36363636363	9489000	132	16	73439.2523364486	15716000	214	12192.5	1588549.9184725767	647.0	EUR	EUR	0.5489076480631485	0.45280176844140474	0.4481061228791232	0.2705573301094426	7.480122154367206e-05	0.0007053055303673807	0.0001521608606048947	-0.27137167985962746	-0.4515215288519987	-0.2067516655874112
Tuscan	Adygei	57527.29636048527	132775308	2308	8	89399.92503748125	238519000	2668	16	87799.51219512195	359978000	4100	41205.882352941175	2802068	68	8	62451.32743362832	7057000	113	16	73439.2523364486	15716000	214	11019.0	1591190.9862379297	480.0	EUR	EUR	0.5566655402714249	0.36884284039580195	0.39706220773699874	0.17829396793077118	8.298982819908051e-05	0.0007064781467764197	0.0001713020526268456	-0.19571876881194475	-0.42365402268662006	-0.09206383917855378
French	Adygei	56700.25765817349	198057493	3493	28	81519.47236180905	389337000	4776	16	87799.51219512195	359978000	4100	52982.30088495575	5987113	113	28	73666.66666666667	15691000	213	16	73439.2523364486	15716000	214	13591.0	1589454.1636652704	752.5	EUR	EUR	0.5087045233306878	0.5501933257032374	0.38156350774329234	0.38095654110460675	6.862148860987552e-05	0.0007057070091801008	0.0001256866205799022	-0.3284650054536903	-0.44198028995878286	-0.36537674185281827
Orcadian	Adygei	57995.45930841775	166043863	2863	15	85381.43762049022	310020000	3631	16	87799.51219512195	359978000	4100	50333.333333333336	4983099	99	15	70681.52866242039	11097000	157	16	73439.2523364486	15716000	214	12484.5	1586613.7523539262	754.5	EUR	EUR	0.5355908102703052	0.46126114095861415	0.4490492024871587	0.31707171035886994	7.518796403815297e-05	0.0007044458855710074	0.00015141180217370756	-0.267798642740547	-0.47195119065640895	-0.2112397812297162
Bedouin	Adygei	55819.86899563319	204527664	3664	46	79872.41706161137	421327000	5275	16	87799.51219512195	359978000	4100	51940.17094017094	6077117	117	46	79059.70149253731	26485000	335	16	73439.2523364486	15716000	214	13520.0	1655028.4284711203	731.5	MID	EUR	0.48543687919359546	0.5681671213240809	0.22945505002831793	0.3866834436243319	6.610352719815937e-05	0.0007348215438129257	0.00012036957656072772	-0.35172795099720877	0.24993350821783833	-0.39723474843778045
Palestinian	Adygei	56071.218991731126	210214749	3749	46	78281.71573973101	430706000	5502	16	87799.51219512195	359978000	4100	49837.606837606836	5831117	117	46	72522.29299363057	22772000	314	16	73439.2523364486	15716000	214	13504.5	1639756.5564798543	715.5	MID	EUR	0.4880701661922518	0.583965545116646	0.2560652116634463	0.3710306057520998	6.424144863403472e-05	0.0007280409348756507	0.00012270376327554395	-0.3689313251368709	0.08879073389883088	-0.3832490572411347
Druze	Adygei	55510.30927835051	204614686	3686	42	79069.13866357667	409420000	5178	16	87799.51219512195	359978000	4100	49869.565217391304	5735115	115	42	72399.29328621908	20489000	283	16	73439.2523364486	15716000	214	14342.5	1608928.4342956154	767.0	MID	EUR	0.49976719749890086	0.5684088638750145	0.27991190394846016	0.36492205395775007	7.009516413694763e-05	0.0007143534549831135	0.00013373751005864748	-0.3148500098562284	-0.23649546144478592	-0.3171384182459938
Russian	Adygei	57759.56903884321	203721527	3527	25	83296.06707925734	417230000	5009	16	87799.51219512195	359978000	4100	48370.967741935485	5998124	124	25	72232.0819112628	21164000	293	16	73439.2523364486	15716000	214	14235.0	1594345.5932310636	723.5	EUR	EUR	0.48827152170265803	0.5659277150270294	0.2834116424116424	0.38165716467294475	6.987479531311387e-05	0.0007078787711650649	0.00012062104751418944	-0.3168859536655658	-0.39036785298519205	-0.39572801588818723
Balochi	Adygei	56221.87141216992	195880484	3484	24	83252.24382946896	445233000	5348	16	87799.51219512195	359978000	4100	51796.74796747968	6371123	123	24	84783.78378378379	40781000	481	16	73439.2523364486	15716000	214	13777.5	1627731.8911211651	817.5	SAS	EUR	0.4399505068132865	0.544145708904433	0.15622772859910253	0.40539087554085007	7.033625667373785e-05	0.0007227020639470901	0.0001283133287491075	-0.3126226037775638	-0.03808879581861558	-0.34963835679346195
Brahui	Adygei	56310.046189376444	195061464	3464	25	83963.44747979993	436442000	5198	16	87799.51219512195	359978000	4100	51404.76190476191	6477126	126	25	80449.50495049504	40627000	505	16	73439.2523364486	15716000	214	13018.5	1629864.6057620465	953.0	SAS	EUR	0.44693559281645673	0.5418705143092077	0.1594290988751323	0.4121357851870705	6.674050185535365e-05	0.0007236489749716775	0.00014713315751461374	-0.3458430686102255	-0.015585231471105382	-0.2368760349888655
Makrani	Adygei	55907.577497129736	194785484	3484	25	82959.94608126325	430811000	5193	16	87799.51219512195	359978000	4100	48462.96296296296	5234108	108	25	84103.2258064516	39108000	465	16	73439.2523364486	15716000	214	13380.0	1644037.2423764856	803.0	SAS	EUR	0.45213674674045	0.5411038563467767	0.1338372711465685	0.33304326800712647	6.869095029689174e-05	0.0007299415307597025	0.00015341678085358575	-0.3278232627189127	0.13395884438102443	-0.19922659801063405
Kalash	Adygei	55718.44307020735	153172749	2749	22	85339.24441017733	332055000	3891	16	87799.51219512195	359978000	4100	48352.94117647059	4932102	102	22	87223.5294117647	29656000	340	16	73439.2523364486	15716000	214	11786.0	1613507.0468961748	715.5	SAS	EUR	0.4612872837331165	0.425505861469312	0.1663104262206636	0.3138268007126495	7.694580189325975e-05	0.0007163863283294477	0.0001450699924697421	-0.25155832781458737	-0.18818374580127814	-0.24923785207150628
Pathan	Adygei	55165.98192276089	201414651	3651	24	83494.3231441048	478005000	5725	16	87799.51219512195	359978000	4100	50204.545454545456	6627132	132	24	78737.78501628664	48345000	614	16	73439.2523364486	15716000	214	14042.0	1619527.7392142997	985.0	SAS	EUR	0.4213651551762011	0.559519334514887	0.13707998758920262	0.4216805803003309	6.971687476697016e-05	0.0007190594754173887	0.00014863141401137022	-0.318344950236383	-0.12465577332883654	-0.2278989670602383
Sindhi	Adygei	56870.0168444694	202574562	3562	24	83600.0	469832000	5620	16	87799.51219512195	359978000	4100	47504.06504065041	5843123	123	24	80912.57668711657	52755000	652	16	73439.2523364486	15716000	214	14222.0	1641065.2984895362	932.5	SAS	EUR	0.4311638245159972	0.5627415064253927	0.11075960572457587	0.3717945405955714	7.020624830476e-05	0.000728622007567493	0.00015958931550816234	-0.31382372528548713	0.10260006378508	-0.16224276846883184
Mozabite	Adygei	58183.65817091454	155236668	2668	27	86723.33044232437	299976000	3459	16	87799.51219512195	359978000	4100	52278.48101265823	4130079	79	26	74697.8021978022	13595000	182	16	73439.2523364486	15716000	214	10405.5	1733349.6763970237	645.5	MID	EUR	0.5174969597567806	0.43123932018067773	0.30379396837072453	0.2627945405955714	6.702991074247999e-05	0.0007695956536253069	0.00015629240990305512	-0.34316927736398006	1.0763484484507695	-0.1819967596148017
