pop1	pop2	nean_int_mean_frag_len	nean_int_total_seq_len	nean_int_n_frags	nean_n_ind1	nean_art1_mean_frag_len	nean_art1_total_seq_len	nean_art1_n_frags	nean_n_ind2	nean_art2_mean_frag_len	nean_art2_total_seq_len	nean_art2_n_frags	deni_int_mean_frag_len	deni_int_total_seq_len	deni_int_n_frags	deni_n_ind1	deni_art1_mean_frag_len	deni_art1_total_seq_len	deni_art1_n_frags	deni_n_ind2	deni_art2_mean_frag_len	deni_art2_total_seq_len	deni_art2_n_frags	mpd_neanderthal	mpd_whole_genome	mpd_denisova	reg1	reg2	nean_ratio1	nean_ratio2	deni_ratio1	deni_ratio2	div_neanderthal	div_whole_genome	div_denisova	norm_div_neanderthal	norm_div_whole_genome	norm_div_denisova
Yi	Burusho	52559.57365816521	138076627	2627	10	87185.6014580802	287015000	3292	24	83004.2372881356	470136000	5664	51642.384105960264	7798151	151	10	85698.3758700696	36936000	431	24	82881.53846153847	53873000	650	52331.0	1651201.7422414036	3558.0	EAS	SAS	0.48107808651115797	0.29369507334048023	0.21112602880658438	0.14475063575445957	0.0003789996984790192	0.0007331225207420014	0.0004562620036467619	-0.1493931426155022	0.20955582329109654	-0.16318480192038062
Tu	Burusho	52942.080800858064	148081797	2797	10	86606.52870883125	297147000	3431	24	83004.2372881356	470136000	5664	50692.307692307695	7249143	143	10	84101.03626943006	32463000	386	24	82881.53846153847	53873000	650	54590.0	1647398.2799783805	3130.5	EAS	SAS	0.49834525335944835	0.3149765110521211	0.22330477774697347	0.13455985373006887	0.00036864760629559353	0.0007314338089568324	0.0004318441504050893	-0.17400850861188666	0.16942318850789906	-0.22178012810492476
Tujia	Burusho	51648.87983706721	126800455	2455	9	89896.23908663532	267711000	2978	24	83004.2372881356	470136000	5664	58522.388059701494	7842134	134	9	82201.08695652174	30250000	368	24	82881.53846153847	53873000	650	49257.0	1651158.4606482042	3589.0	EAS	SAS	0.47364678702033164	0.269710158337162	0.25924409917355373	0.14556705585358157	0.0003884607511857903	0.0007331033040043391	0.0004576560410724938	-0.1268965041619612	0.20909913297774724	-0.15983954151334304
Cambodian	Burusho	52625.750750750754	140197664	2664	9	85110.81794195251	290313000	3411	24	83004.2372881356	470136000	5664	50516.666666666664	6062120	120	9	88593.45794392523	37918000	428	24	82881.53846153847	53873000	650	53503.0	1655983.8642832746	2430.5	EAS	SAS	0.482919001215929	0.298206612554665	0.1598744659528456	0.11252612625990756	0.0003816254741591129	0.0007352457509180266	0.0004009323470996945	-0.14314953231483307	0.26001489035241554	-0.29595893406731183
Dai	Burusho	48805.78512396694	118112420	2420	9	84013.2362673726	253888000	3022	24	83004.2372881356	470136000	5664	50852.17391304348	5848115	115	9	90136.90476190476	30286000	336	24	82881.53846153847	53873000	650	43900.0	1653438.622354465	2964.5	EAS	SAS	0.46521466158306024	0.25123032484217334	0.19309631512910255	0.10855372821264826	0.0003716797945550519	0.0007341156805389739	0.0005069154761833514	-0.16679852415135335	0.2331585006474725	-0.04163207096220262
Lahu	Burusho	51641.03690685413	117537276	2276	8	89675.22935779816	244365000	2725	24	83004.2372881356	470136000	5664	51415.09433962264	5450106	106	8	90000.0	28890000	321	24	82881.53846153847	53873000	650	43248.0	1653568.6289368607	2612.0	EAS	SAS	0.48099063286477195	0.25000696819643675	0.1886502596053998	0.10116581590035825	0.000367951355278984	0.0007341734025913196	0.0004792567337222432	-0.1756640651211919	0.23453027886686467	-0.10800453296050065
Miao	Burusho	50417.05974842767	128263544	2544	10	87096.5890978642	273222000	3137	24	83004.2372881356	470136000	5664	66374.04580152672	8695131	131	10	94740.0	33159000	350	24	82881.53846153847	53873000	650	47618.0	1650498.7291816156	3725.0	EAS	SAS	0.4694480825116572	0.2728222131468341	0.2622253686781869	0.16140053459061124	0.0003712512418961385	0.0007328103876492838	0.00042840067619452773	-0.1678175433371336	0.2021379065549204	-0.23004340549376448
Han	Burusho	48879.760609357996	179685676	3676	33	78911.08476585655	399369000	5061	24	83004.2372881356	470136000	5664	53193.54838709677	9894186	186	33	79285.92814371258	52963000	668	24	82881.53846153847	53873000	650	63890.0	1651304.9104150925	3878.5	EAS	SAS	0.4499239450232742	0.3821993550802321	0.18681317145932066	0.18365760213836244	0.0003555653484588276	0.0007331683267205322	0.0003919978864355289	-0.205115705012885	0.21064441319933874	-0.3173988875193336
She	Burusho	52329.50348789495	127529437	2437	10	88498.33222148099	265318000	2998	24	83004.2372881356	470136000	5664	59803.418803418805	6997117	117	10	88446.74556213018	29895000	338	24	82881.53846153847	53873000	650	47256.0	1650241.8291458893	3358.0	EAS	SAS	0.48066635885993414	0.27126073519151905	0.2340564308412778	0.1298817032650864	0.0003705497421744283	0.0007326963257530587	0.0004799119408750776	-0.16948558029915994	0.1994271986270864	-0.10643223762156168
Adygei	Burusho	54485.754583921014	193155545	3545	16	87799.51219512195	359978000	4100	24	83004.2372881356	470136000	5664	49739.13043478261	6864138	138	16	73439.2523364486	15716000	214	24	82881.53846153847	53873000	650	70845.5	1626948.1822619198	2781.5	EUR	SAS	0.5365759713093577	0.41085036032126876	0.43676113514889287	0.1274133239284985	0.00036677952993790575	0.000722354102459575	0.00040522203953358745	-0.17845044966485563	-0.046358182826928114	-0.2856649936087643
Basque	Burusho	53629.58544586937	179823353	3353	23	84647.71598808342	340961000	4028	24	83004.2372881356	470136000	5664	53878.504672897194	5765107	107	23	71625.80645161291	11102000	155	24	82881.53846153847	53873000	650	65486.0	1631762.2870183378	2421.5	EUR	SAS	0.5274015297937301	0.3824922001293243	0.5192854440641326	0.10701291927310527	0.000364168495957252	0.0007244915327467733	0.0004200268962917774	-0.18465900692303883	0.004438353233301783	-0.25013789782865353
Sardinian	Burusho	53372.24157955865	183817444	3444	28	83547.36098020735	354575000	4244	24	83004.2372881356	470136000	5664	50188.03418803419	5872117	117	28	64434.06593406593	11727000	182	24	82881.53846153847	53873000	650	65651.0	1640776.8991838698	2368.0	EUR	SAS	0.518416256081224	0.39098780778327974	0.5007348000341093	0.10899925751303993	0.00035715326343021067	0.0007284939602062643	0.00040326171975115616	-0.20133993606694064	0.09955698797529641	-0.2903691572361196
BergamoItalian	Burusho	57140.449438202246	162738848	2848	12	89985.15151515152	296951000	3300	24	83004.2372881356	470136000	5664	50934.782608695656	4686092	92	12	71886.36363636363	9489000	132	24	82881.53846153847	53873000	650	56758.5	1632102.9879722574	2094.5	EUR	SAS	0.5480326653218881	0.346152704749264	0.493844662240489	0.08698405509253243	0.0003487704423224134	0.0007246428016897297	0.00044696092180862004	-0.22127273863423427	0.008033295422387945	-0.1855045332571609
Tuscan	Burusho	56446.205170975816	135360398	2398	8	89399.92503748125	238519000	2668	24	83004.2372881356	470136000	5664	43000.0	3268076	76	8	62451.32743362832	7057000	113	24	82881.53846153847	53873000	650	50987.0	1634359.9378582716	1419.0	EUR	SAS	0.5675036286417434	0.2879175345006551	0.46309706674224177	0.06066259536316893	0.00037667590191334987	0.0007256448723315503	0.0004342004286314027	-0.15491870227547838	0.03184774111308607	-0.21612578618199343
French	Burusho	52633.79544860058	201222823	3823	28	81519.47236180905	389337000	4776	24	83004.2372881356	470136000	5664	54061.53846153846	7028130	130	28	73666.66666666667	15691000	213	24	82881.53846153847	53873000	650	72662.5	1630481.46784823	2910.5	EUR	SAS	0.5168345751880762	0.42800981630847246	0.4479083551080237	0.1304573719674048	0.00036110466455388117	0.0007239228576087919	0.00041412153730793256	-0.1919442329439138	-0.009076345854682023	-0.26430894032245766
Orcadian	Burusho	53661.68996188056	168930148	3148	15	85381.43762049022	310020000	3631	24	83004.2372881356	470136000	5664	49463.63636363636	5441110	110	15	70681.52866242039	11097000	157	24	82881.53846153847	53873000	650	61012.0	1626219.4549110897	2210.5	EUR	SAS	0.5449008063995872	0.3593218728197798	0.4903226097143372	0.10099883058303788	0.00036116703100266037	0.0007220305523937612	0.00040625901700204557	-0.19179593703083717	-0.05404742662769143	-0.283176567111605
Bedouin	Burusho	52348.063555114204	210862028	4028	46	79872.41706161137	421327000	5275	24	83004.2372881356	470136000	5664	51941.93548387097	8051155	155	46	79059.70149253731	26485000	335	24	82881.53846153847	53873000	650	76170.0	1692175.0624438287	3424.0	MID	SAS	0.5004711969562834	0.4485128303299471	0.30398923919199544	0.1494469400256158	0.000361231468379883	0.0007513144006446931	0.0004252805963864812	-0.19164271683185924	0.6418901497087006	-0.23753063593391976
Palestinian	Burusho	50893.27691584391	216504254	4254	46	78281.71573973101	430706000	5502	24	83004.2372881356	470136000	5664	53973.856209150326	8258153	153	46	72522.29299363057	22772000	314	24	82881.53846153847	53873000	650	79056.0	1677333.13060416	3636.0	MID	SAS	0.5026729462789002	0.46051409379413616	0.36264504654839275	0.15328927291964434	0.00036514755964102213	0.0007447246822567942	0.00044029215733832976	-0.18233097404980417	0.4852839344218235	-0.20150751376151052
Druze	Burusho	52245.25	208985000	4000	42	79069.13866357667	409420000	5178	24	83004.2372881356	470136000	5664	50300.0	7545150	150	42	72399.29328621908	20489000	283	24	82881.53846153847	53873000	650	72285.0	1649073.5291874986	3189.0	MID	SAS	0.5104416003126374	0.4445203090169653	0.36825369710576406	0.14005438716982532	0.0003458860683781133	0.0007321776083918988	0.00042265561320848494	-0.22813124791442183	0.18709975791520123	-0.24382978696989743
Russian	Burusho	53047.107639736394	217338097	4097	25	83296.06707925734	417230000	5009	24	83004.2372881356	470136000	5664	50065.08875739645	8461169	169	25	72232.0819112628	21164000	293	24	82881.53846153847	53873000	650	76733.0	1626874.3688949195	3362.0	EUR	SAS	0.5209071663111473	0.4622877146187486	0.39979063504063506	0.15705769123679766	0.0003530582123390912	0.0007223213298187188	0.00039734462223836917	-0.21107721231948293	-0.047137032384273574	-0.30456836858348696
Balochi	Burusho	53597.674948712105	235137387	4387	24	83252.24382946896	445233000	5348	24	83004.2372881356	470136000	5664	51134.387351778656	12937253	253	24	84783.78378378379	40781000	481	24	82881.53846153847	53873000	650	83561.5	1640328.9533507575	4225.5	SAS	SAS	0.528122100113873	0.5001475892082291	0.31723726735489566	0.24014354129155607	0.00035537309088154494	0.0007282950752548219	0.00032661493131501716	-0.20557285807398007	0.09483044008819635	-0.4742978394573937
Brahui	Burusho	54300.395256917	233550301	4301	25	83963.44747979993	436442000	5198	24	83004.2372881356	470136000	5664	50494.02390438247	12674251	251	25	80449.50495049504	40627000	505	24	82881.53846153847	53873000	650	82961.0	1643383.930638995	5037.5	SAS	SAS	0.5351233405584247	0.4967717873126074	0.3119662047406897	0.23526165240472965	0.0003552168404184587	0.0007296514647213943	0.00039745938438492343	-0.2059443928582365	0.12706535640950156	-0.30429297478271217
Makrani	Burusho	53371.275605214156	229287296	4296	25	82959.94608126325	430811000	5193	24	83004.2372881356	470136000	5664	59911.50442477876	13540226	226	25	84103.2258064516	39108000	465	24	82881.53846153847	53873000	650	83027.0	1659284.9263622458	5427.0	SAS	SAS	0.532222473428023	0.48770418772440316	0.3462265009716682	0.2513360310359549	0.00036210902849148695	0.0007367114003844425	0.0004008057177184487	-0.18955604073313356	0.2948463963988855	-0.2962628055758022
Kalash	Burusho	54024.819624819625	187199465	3465	22	85339.24441017733	332055000	3891	24	83004.2372881356	470136000	5664	57212.121212121216	11328198	198	22	87223.5294117647	29656000	340	24	82881.53846153847	53873000	650	67268.5	1620430.0482169208	4854.0	SAS	SAS	0.5637604161961121	0.39818151556145454	0.3819867143242514	0.21027598240305906	0.00035934130474144253	0.0007194600945746771	0.000428488273245224	-0.19613717736494476	-0.115134964350176	-0.22983319955520176
Pathan	Burusho	54089.26673751328	254494705	4705	24	83494.3231441048	478005000	5725	24	83004.2372881356	470136000	5664	56305.08474576271	16610295	295	24	78737.78501628664	48345000	614	24	82881.53846153847	53873000	650	87642.0	1626031.8738509342	6349.5	SAS	SAS	0.5324101316931831	0.5413214580461824	0.34357834315854796	0.3083231860115457	0.00034437651659589537	0.0007219472676586821	0.00038226292790103966	-0.23172068364889886	-0.056026708045217914	-0.3407597892773923
Sindhi	Burusho	53439.03489875054	248068642	4642	24	83600.0	469832000	5620	24	83004.2372881356	470136000	5664	55990.44585987261	17581314	314	24	80912.57668711657	52755000	652	24	82881.53846153847	53873000	650	90011.0	1644173.2014707138	7324.5	SAS	SAS	0.527994351172334	0.5276529387241139	0.3332634631788456	0.326347409648618	0.0003628471509913776	0.0007300018956874569	0.00041660708636453455	-0.18780092155886025	0.13539343115927702	-0.25834438822699657
Mozabite	Burusho	54152.43472124206	153470834	2834	27	86723.33044232437	299976000	3459	24	83004.2372881356	470136000	5664	48279.56989247312	4490093	93	26	74697.8021978022	13595000	182	24	82881.53846153847	53873000	650	59285.5	1766539.3490300218	2179.0	MID	SAS	0.5116103754967064	0.3264392303503667	0.33027532180948876	0.0833458875503499	0.0003862981548663507	0.0007843316461093482	0.0004852906164749817	-0.1320387593662444	1.426552793398113	-0.09352507301139207
Burusho	Hazara	52720.891629120226	222328217	4217	24	83004.2372881356	470136000	5664	19	84074.29015947103	432310000	5142	57004.739336492894	12028211	211	24	82881.53846153847	53873000	650	19	87803.21285140562	43726000	498	80215.0	1635810.8934422568	4727.0	SAS	SAS	0.4729019198699951	0.514279607226296	0.22326974551259443	0.27508143896080134	0.0003607954090685664	0.0007262890868984342	0.00039299277340578743	-0.19267958545261732	0.0471576525863323	-0.31501146525243423
Hazara	Hazara	84074.29015947103	432315142	5142	19	84074.29015947103	432310000	5142	19	84074.29015947103	432310000	5142	87803.21285140562	43726498	498	19	87803.21285140562	43726000	498	19	87803.21285140562	43726000	498	1383465.5	1560566.0818584398	121564.5	SAS	SAS	1.0000118942425573	1.0000118942425573	1.0000113891048803	1.0000113891048803	0.0032001319537403572	0.0006928808942288918	0.0027801105864915135	6.558739064576995	-0.7467959438464952	5.413335966207203
Uygur	Hazara	54763.576357635764	182530333	3333	10	88113.44113188479	348753000	3958	19	84074.29015947103	432310000	5142	65076.086956521736	11974184	184	10	83228.3950617284	26966000	324	19	87803.21285140562	43726000	498	63983.0	1611664.9222988947	4765.5	SAS	SAS	0.5233799651902636	0.4222209363651084	0.44404746718089444	0.27384585829940994	0.00035053351926991774	0.0007155684373390678	0.00039798119020051804	-0.2170804668138488	-0.20762111853572446	-0.30304080156063806
Bougainville	Hazara	53357.63888888889	107571016	2016	11	100468.92870758673	263530000	2623	19	84074.29015947103	432310000	5142	50586.41975308642	8195162	162	11	111934.0434248259	273231000	2441	19	87803.21285140562	43726000	498	40774.0	1682886.3108133152	3488.0	OCE	SAS	0.4081926763556331	0.24882842404755848	0.02999352928474441	0.1874208022686731	0.00037904262241048275	0.000747190257097785	0.00042561696766946157	-0.14929107742285727	0.5438789033757588	-0.23672344846947427
PapuanHighlands	Hazara	52922.71818787475	79438501	1501	9	96848.01864801865	207739000	2145	19	84074.29015947103	432310000	5142	56966.38655462185	6779119	119	9	102869.12065439673	251515000	2445	19	87803.21285140562	43726000	498	32171.0	1701302.2250311156	3292.0	OCE	SAS	0.3823957032622666	0.1837535587888321	0.026953139971771067	0.1550363399350501	0.0004049799479474065	0.0007553667997380534	0.0004856088232113937	-0.0876169008654888	0.7381963721428102	-0.09276147486336334
PapuanSepik	Hazara	51707.64331210191	81182570	1570	8	95321.77088087631	208850000	2191	19	84074.29015947103	432310000	5142	56642.20183486238	6174109	109	8	104995.32710280374	247159000	2354	19	87803.21285140562	43726000	498	32304.0	1699293.820729066	2517.5	OCE	SAS	0.38871232942303086	0.1877878605630219	0.024980312268620606	0.14119994968668526	0.00039791792745659565	0.0007544750816717988	0.0004077511427154914	-0.10440908315822339	0.7170044814976024	-0.27959592502884845
Colombian	Hazara	53038.13038130381	86241626	1626	7	90187.00114025085	158188000	1754	19	84074.29015947103	432310000	5142	50729.166666666664	4870096	96	7	83488.23529411765	14193000	170	19	87803.21285140562	43726000	498	33274.0	1604792.8320689206	2301.5	AMR	SAS	0.5451843755531393	0.19949024079942634	0.3431336574367646	0.11137757855738005	0.00038582296674230147	0.0007125172752773526	0.0004725779532888058	-0.13316866908723146	-0.28013270622201975	-0.12403154869111883
Karitiana	Hazara	53352.06216377764	89259673	1673	12	89790.09566685425	159557000	1777	19	84074.29015947103	432310000	5142	52018.34862385321	5670109	109	12	77456.14035087719	13245000	171	19	87803.21285140562	43726000	498	33624.0	1599538.620580026	2573.5	AMR	SAS	0.55942185551245	0.2064714510420763	0.42809429973574936	0.12967362667520468	0.00037669866883783003	0.0007101844405469209	0.0004538713453303984	-0.15486456672792323	-0.3355730750689789	-0.16892164546910193
Surui	Hazara	55945.765230312034	75304346	1346	8	94387.41958541816	132048000	1399	19	84074.29015947103	432310000	5142	51410.256410256414	4010078	78	8	74693.54838709677	9262000	124	19	87803.21285140562	43726000	498	30802.0	1598786.2026012284	1882.5	AMR	SAS	0.5702800951169272	0.17419061784367698	0.4329602677607428	0.09170923478022229	0.00040903349721674765	0.0007098503720008698	0.00046944224027562555	-0.07797830829103687	-0.3435122930391305	-0.13155629400799385
